species,taxon,accession,genome_file,odb_file,rnaseq_file,legacy_prot_file,annotation_file,busco_lineage
Nitzschia_sp_pyKryTriq1,Nitzschia sp. pyKryTriq1,GCA_956465555.1,data/species/Nitzschia_sp_pyKryTriq1/genome/genome.fa,data/orthodb/Stramenopiles.fa,,,,stramenopiles_odb10
